cov_cat,var_cat,residual,significant,var,cov,p,sig,var_type
"< 17,000",Low,NA,FALSE,Perceived higher quality,Q21_annual_gross_salary,0.8004132052184982,,motivations
"≥ 36,000",Low,NA,FALSE,Perceived higher quality,Q21_annual_gross_salary,0.8004132052184982,,motivations
"[17,000, 36,000)",Medium,NA,FALSE,Perceived higher quality,Q21_annual_gross_salary,0.8004132052184982,,motivations
"< 17,000",Medium,NA,FALSE,Perceived higher quality,Q21_annual_gross_salary,0.8004132052184982,,motivations
"≥ 36,000",Medium,NA,FALSE,Perceived higher quality,Q21_annual_gross_salary,0.8004132052184982,,motivations
Rural,High,-0.6575590347834882,FALSE,Perceived higher quality,Q22B_degurba,0.01234816578761332,,motivations
Town and suburb,High,-2.229608160469275,TRUE,Perceived higher quality,Q22B_degurba,0.01234816578761332,*,motivations
Urban,High,1.592186629925115,FALSE,Perceived higher quality,Q22B_degurba,0.01234816578761332,,motivations
Rural,Low,0.7143131136197709,FALSE,Perceived higher quality,Q22B_degurba,0.01234816578761332,,motivations
Town and suburb,Low,1.560058691015903,FALSE,Perceived higher quality,Q22B_degurba,0.01234816578761332,,motivations
Urban,Low,-1.2133188673446518,FALSE,Perceived higher quality,Q22B_degurba,0.01234816578761332,,motivations
Rural,Medium,-0.4148091884908276,FALSE,Perceived higher quality,Q22B_degurba,0.01234816578761332,,motivations
Town and suburb,Medium,-0.35235135836342835,FALSE,Perceived higher quality,Q22B_degurba,0.01234816578761332,,motivations
Urban,Medium,0.373012117548352,FALSE,Perceived higher quality,Q22B_degurba,0.01234816578761332,,motivations
Barcelona,High,NA,FALSE,Perceived higher quality,Q22C_province,0.17470306071885386,,motivations
Girona,High,NA,FALSE,Perceived higher quality,Q22C_province,0.17470306071885386,,motivations
Lleida,High,NA,FALSE,Perceived higher quality,Q22C_province,0.17470306071885386,,motivations
Tarragona,High,NA,FALSE,Perceived higher quality,Q22C_province,0.17470306071885386,,motivations
Barcelona,Low,NA,FALSE,Perceived higher quality,Q22C_province,0.17470306071885386,,motivations
Girona,Low,NA,FALSE,Perceived higher quality,Q22C_province,0.17470306071885386,,motivations
Lleida,Low,NA,FALSE,Perceived higher quality,Q22C_province,0.17470306071885386,,motivations
Tarragona,Low,NA,FALSE,Perceived higher quality,Q22C_province,0.17470306071885386,,motivations
Barcelona,Medium,NA,FALSE,Perceived higher quality,Q22C_province,0.17470306071885386,,motivations
Girona,Medium,NA,FALSE,Perceived higher quality,Q22C_province,0.17470306071885386,,motivations
Lleida,Medium,NA,FALSE,Perceived higher quality,Q22C_province,0.17470306071885386,,motivations
Tarragona,Medium,NA,FALSE,Perceived higher quality,Q22C_province,0.17470306071885386,,motivations
