cov_cat,var_cat,residual,significant,var,cov,p,sig,var_type
"≥ 36,000",High,NA,FALSE,Environmental scepticism,Q21_annual_gross_salary,0.5429450415259348,,barriers
"[17,000, 36,000)",Low,NA,FALSE,Environmental scepticism,Q21_annual_gross_salary,0.5429450415259348,,barriers
"< 17,000",Low,NA,FALSE,Environmental scepticism,Q21_annual_gross_salary,0.5429450415259348,,barriers
"≥ 36,000",Low,NA,FALSE,Environmental scepticism,Q21_annual_gross_salary,0.5429450415259348,,barriers
"[17,000, 36,000)",Medium,NA,FALSE,Environmental scepticism,Q21_annual_gross_salary,0.5429450415259348,,barriers
"< 17,000",Medium,NA,FALSE,Environmental scepticism,Q21_annual_gross_salary,0.5429450415259348,,barriers
"≥ 36,000",Medium,NA,FALSE,Environmental scepticism,Q21_annual_gross_salary,0.5429450415259348,,barriers
Rural,High,0.5114988167090785,FALSE,Environmental scepticism,Q22B_degurba,0.00460113334523581,,barriers
Town and suburb,High,2.015675200039159,TRUE,Environmental scepticism,Q22B_degurba,0.00460113334523581,*,barriers
Urban,High,-1.7984036667193133,FALSE,Environmental scepticism,Q22B_degurba,0.00460113334523581,,barriers
Rural,Low,-0.4309950834939839,FALSE,Environmental scepticism,Q22B_degurba,0.00460113334523581,,barriers
Town and suburb,Low,-1.3569055266512673,FALSE,Environmental scepticism,Q22B_degurba,0.00460113334523581,,barriers
Urban,Low,1.24987803100233,FALSE,Environmental scepticism,Q22B_degurba,0.00460113334523581,,barriers
Rural,Medium,0.5268029746499518,FALSE,Environmental scepticism,Q22B_degurba,0.00460113334523581,,barriers
Town and suburb,Medium,1.3799194311986158,FALSE,Environmental scepticism,Q22B_degurba,0.00460113334523581,,barriers
Urban,Medium,-1.311140664490849,FALSE,Environmental scepticism,Q22B_degurba,0.00460113334523581,,barriers
Barcelona,High,NA,FALSE,Environmental scepticism,Q22C_province,0.12698329512680448,,barriers
Girona,High,NA,FALSE,Environmental scepticism,Q22C_province,0.12698329512680448,,barriers
Lleida,High,NA,FALSE,Environmental scepticism,Q22C_province,0.12698329512680448,,barriers
Tarragona,High,NA,FALSE,Environmental scepticism,Q22C_province,0.12698329512680448,,barriers
Barcelona,Low,NA,FALSE,Environmental scepticism,Q22C_province,0.12698329512680448,,barriers
Girona,Low,NA,FALSE,Environmental scepticism,Q22C_province,0.12698329512680448,,barriers
Lleida,Low,NA,FALSE,Environmental scepticism,Q22C_province,0.12698329512680448,,barriers
Tarragona,Low,NA,FALSE,Environmental scepticism,Q22C_province,0.12698329512680448,,barriers
Barcelona,Medium,NA,FALSE,Environmental scepticism,Q22C_province,0.12698329512680448,,barriers
Girona,Medium,NA,FALSE,Environmental scepticism,Q22C_province,0.12698329512680448,,barriers
Lleida,Medium,NA,FALSE,Environmental scepticism,Q22C_province,0.12698329512680448,,barriers
Tarragona,Medium,NA,FALSE,Environmental scepticism,Q22C_province,0.12698329512680448,,barriers
Man,High,NA,FALSE,Limited access,Q18_gender,0.35379190852767894,,barriers
Woman,High,NA,FALSE,Limited access,Q18_gender,0.35379190852767894,,barriers
Man,Low,NA,FALSE,Limited access,Q18_gender,0.35379190852767894,,barriers
Woman,Low,NA,FALSE,Limited access,Q18_gender,0.35379190852767894,,barriers
Man,Medium,NA,FALSE,Limited access,Q18_gender,0.35379190852767894,,barriers
Woman,Medium,NA,FALSE,Limited access,Q18_gender,0.35379190852767894,,barriers
16-34,High,NA,FALSE,Limited access,Q19_age,0.07962391099325081,,barriers
35-54,High,NA,FALSE,Limited access,Q19_age,0.07962391099325081,,barriers
≥ 55,High,NA,FALSE,Limited access,Q19_age,0.07962391099325081,,barriers
16-34,Low,NA,FALSE,Limited access,Q19_age,0.07962391099325081,,barriers
35-54,Low,NA,FALSE,Limited access,Q19_age,0.07962391099325081,,barriers
≥ 55,Low,NA,FALSE,Limited access,Q19_age,0.07962391099325081,,barriers
16-34,Medium,NA,FALSE,Limited access,Q19_age,0.07962391099325081,,barriers
35-54,Medium,NA,FALSE,Limited access,Q19_age,0.07962391099325081,,barriers
≥ 55,Medium,NA,FALSE,Limited access,Q19_age,0.07962391099325081,,barriers
"[17,000, 36,000)",High,NA,FALSE,Limited access,Q21_annual_gross_salary,0.305893911153828,,barriers
"< 17,000",High,NA,FALSE,Limited access,Q21_annual_gross_salary,0.305893911153828,,barriers
"≥ 36,000",High,NA,FALSE,Limited access,Q21_annual_gross_salary,0.305893911153828,,barriers
"[17,000, 36,000)",Low,NA,FALSE,Limited access,Q21_annual_gross_salary,0.305893911153828,,barriers
"< 17,000",Low,NA,FALSE,Limited access,Q21_annual_gross_salary,0.305893911153828,,barriers
"≥ 36,000",Low,NA,FALSE,Limited access,Q21_annual_gross_salary,0.305893911153828,,barriers
"[17,000, 36,000)",Medium,NA,FALSE,Limited access,Q21_annual_gross_salary,0.305893911153828,,barriers
"< 17,000",Medium,NA,FALSE,Limited access,Q21_annual_gross_salary,0.305893911153828,,barriers
"≥ 36,000",Medium,NA,FALSE,Limited access,Q21_annual_gross_salary,0.305893911153828,,barriers
Rural,High,1.8898722941294177,FALSE,Limited access,Q22B_degurba,0.00202022958591654,,barriers
Town and suburb,High,1.686645815633647,FALSE,Limited access,Q22B_degurba,0.00202022958591654,,barriers
Urban,High,-2.166644053843154,TRUE,Limited access,Q22B_degurba,0.00202022958591654,*,barriers
Rural,Low,-0.6909414041337805,FALSE,Limited access,Q22B_degurba,0.00202022958591654,,barriers
Town and suburb,Low,-0.9397577049116812,FALSE,Limited access,Q22B_degurba,0.00202022958591654,,barriers
Urban,Low,1.0432974425548731,FALSE,Limited access,Q22B_degurba,0.00202022958591654,,barriers
Rural,Medium,-1.2713800142235652,FALSE,Limited access,Q22B_degurba,0.00202022958591654,,barriers
Town and suburb,Medium,-0.6940496029060466,FALSE,Limited access,Q22B_degurba,0.00202022958591654,,barriers
Urban,Medium,1.115072205187641,FALSE,Limited access,Q22B_degurba,0.00202022958591654,,barriers
Barcelona,High,-1.369689115104413,FALSE,Limited access,Q22C_province,0.00892778870244914,,barriers
Girona,High,0.7990779496832485,FALSE,Limited access,Q22C_province,0.00892778870244914,,barriers
Lleida,High,2.6528109381359943,TRUE,Limited access,Q22C_province,0.00892778870244914,**,barriers
Tarragona,High,0.9020737726051186,FALSE,Limited access,Q22C_province,0.00892778870244914,,barriers
Barcelona,Low,0.46490936361216584,FALSE,Limited access,Q22C_province,0.00892778870244914,,barriers
Girona,Low,-0.04778455322141296,FALSE,Limited access,Q22C_province,0.00892778870244914,,barriers
Lleida,Low,-0.876800396433068,FALSE,Limited access,Q22C_province,0.00892778870244914,,barriers
Tarragona,Low,-0.5260005582711745,FALSE,Limited access,Q22C_province,0.00892778870244914,,barriers
Barcelona,Medium,0.9703244845221408,FALSE,Limited access,Q22C_province,0.00892778870244914,,barriers
Girona,Medium,-0.8707846268860793,FALSE,Limited access,Q22C_province,0.00892778870244914,,barriers
Lleida,Medium,-1.9115520076167667,FALSE,Limited access,Q22C_province,0.00892778870244914,,barriers
Tarragona,Medium,-0.33930901554237447,FALSE,Limited access,Q22C_province,0.00892778870244914,,barriers
