ID,P18_genere,P19_edat,P21_salari_brut_anual,P22_urba_rural,P22_provincia
750,R18_dona,R19_35-44anys,R21_17000-24999,R22_rural,R22_tarragona
752,R18_home,R19_65anys_mes,R21_36000-49999,R22_rural,R22_lleida
753,R18_dona,R19_35-44anys,R21_17000-24999,R22_urba,R22_barcelona
755,R18_home,R19_45-54anys,R21_11000-16999,R22_urba,R22_barcelona
756,R18_dona,R19_65anys_mes,R21_25000-35999,R22_urba,R22_barcelona
758,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
760,R18_home,R19_35-44anys,R21_50000_mes,R22_semidens,R22_girona
761,R18_home,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
763,R18_home,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
764,R18_home,R19_55-64anys,R21_36000-49999,R22_urba,R22_barcelona
765,R18_home,R19_25-34anys,R21_36000-49999,R22_urba,R22_barcelona
766,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
767,R18_home,R19_45-54anys,R21_50000_mes,R22_urba,R22_barcelona
768,R18_home,R19_45-54anys,R21_50000_mes,R22_semidens,R22_barcelona
769,R18_home,R19_25-34anys,R21_36000-49999,R22_urba,R22_tarragona
770,R18_home,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
774,R18_home,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
776,R18_home,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
777,R18_home,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
779,R18_home,R19_16-24anys,R21_17000-24999,R22_urba,R22_barcelona
780,R18_dona,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
782,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_tarragona
787,R18_dona,R19_45-54anys,R21_11000-16999,R22_rural,R22_barcelona
790,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_tarragona
792,R18_dona,R19_35-44anys,R21_17000-24999,R22_rural,R22_tarragona
793,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
795,R18_dona,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
796,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
797,R18_dona,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
799,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
800,R18_dona,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
801,R18_dona,R19_25-34anys,R21_11000-16999,R22_urba,R22_barcelona
804,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
806,R18_dona,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
807,R18_dona,R19_45-54anys,R21_17000-24999,R22_urba,R22_barcelona
808,R18_home,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
809,R18_dona,R19_35-44anys,R21_50000_mes,R22_urba,R22_barcelona
810,R18_home,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
812,R18_home,R19_45-54anys,R21_17000-24999,R22_rural,R22_barcelona
816,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
817,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
818,R18_dona,R19_35-44anys,R21_50000_mes,R22_urba,R22_barcelona
820,R18_home,R19_35-44anys,R21_50000_mes,R22_urba,R22_barcelona
821,R18_dona,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
822,R18_home,R19_45-54anys,R21_50000_mes,R22_urba,R22_tarragona
823,R18_home,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
824,R18_home,R19_65anys_mes,R21_25000-35999,R22_urba,R22_barcelona
825,R18_dona,R19_45-54anys,R21_50000_mes,R22_urba,R22_barcelona
827,R18_dona,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
828,R18_dona,R19_35-44anys,R21_17000-24999,R22_urba,R22_barcelona
830,R18_home,R19_55-64anys,R21_36000-49999,R22_semidens,R22_barcelona
831,R18_dona,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
832,R18_home,R19_65anys_mes,R21_25000-35999,R22_urba,R22_barcelona
833,R18_home,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
835,R18_dona,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
836,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_barcelona
839,R18_home,R19_45-54anys,R21_11000-16999,R22_urba,R22_barcelona
845,R18_dona,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
847,R18_dona,R19_35-44anys,R21_50000_mes,R22_urba,R22_barcelona
849,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
850,R18_dona,R19_45-54anys,R21_11000-16999,R22_rural,R22_barcelona
851,R18_dona,R19_25-34anys,R21_11000-16999,R22_urba,R22_barcelona
852,R18_dona,R19_16-24anys,R21_17000-24999,R22_urba,R22_barcelona
853,R18_dona,R19_25-34anys,R21_11000-16999,R22_urba,R22_barcelona
856,R18_dona,R19_65anys_mes,R21_17000-24999,R22_urba,R22_barcelona
857,R18_dona,R19_35-44anys,R21_17000-24999,R22_urba,R22_barcelona
859,R18_home,R19_55-64anys,R21_25000-35999,R22_urba,R22_barcelona
860,R18_home,R19_45-54anys,R21_36000-49999,R22_semidens,R22_barcelona
862,R18_home,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
863,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
864,R18_home,R19_45-54anys,R21_25000-35999,R22_rural,R22_barcelona
868,R18_dona,R19_45-54anys,R21_50000_mes,R22_urba,R22_barcelona
869,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
871,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_tarragona
872,R18_dona,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
873,R18_home,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
874,R18_home,R19_25-34anys,R21_25000-35999,R22_rural,R22_girona
879,R18_dona,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
880,R18_dona,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
881,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
882,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_girona
883,R18_dona,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
884,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
885,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
886,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
887,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
888,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
889,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
890,R18_home,R19_25-34anys,R21_50000_mes,R22_urba,R22_barcelona
891,R18_home,R19_55-64anys,R21_36000-49999,R22_semidens,R22_barcelona
893,R18_dona,R19_45-54anys,R21_36000-49999,R22_semidens,R22_girona
895,R18_dona,R19_35-44anys,R21_17000-24999,R22_urba,R22_barcelona
896,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
897,R18_dona,R19_25-34anys,R21_25000-35999,R22_urba,R22_tarragona
898,R18_dona,R19_45-54anys,R21_50000_mes,R22_urba,R22_barcelona
903,R18_home,R19_55-64anys,R21_25000-35999,R22_urba,R22_barcelona
904,R18_dona,R19_55-64anys,R21_50000_mes,R22_urba,R22_barcelona
905,R18_dona,R19_55-64anys,R21_50000_mes,R22_urba,R22_barcelona
906,R18_dona,R19_55-64anys,R21_50000_mes,R22_urba,R22_barcelona
908,R18_dona,R19_35-44anys,R21_50000_mes,R22_urba,R22_barcelona
909,R18_home,R19_16-24anys,R21_11000-16999,R22_urba,R22_barcelona
910,R18_dona,R19_45-54anys,R21_50000_mes,R22_urba,R22_barcelona
911,R18_home,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
912,R18_dona,R19_25-34anys,R21_25000-35999,R22_urba,R22_girona
914,R18_home,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
915,R18_home,R19_35-44anys,R21_17000-24999,R22_urba,R22_girona
916,R18_home,R19_25-34anys,R21_36000-49999,R22_urba,R22_barcelona
918,R18_home,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
919,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_girona
922,R18_home,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
923,R18_home,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
924,R18_home,R19_25-34anys,R21_11000-16999,R22_urba,R22_barcelona
931,R18_home,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
933,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
935,R18_home,R19_35-44anys,R21_36000-49999,R22_urba,R22_barcelona
936,R18_dona,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
937,R18_dona,R19_25-34anys,R21_11000-16999,R22_semidens,R22_barcelona
938,R18_dona,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
939,R18_dona,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
940,R18_dona,R19_55-64anys,R21_50000_mes,R22_urba,R22_barcelona
942,R18_dona,R19_25-34anys,R21_11000-16999,R22_semidens,R22_barcelona
943,R18_dona,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
944,R18_dona,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
945,R18_dona,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
948,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
949,R18_dona,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
950,R18_home,R19_25-34anys,R21_17000-24999,R22_urba,R22_tarragona
951,R18_dona,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
952,R18_dona,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
953,R18_dona,R19_25-34anys,R21_11000-16999,R22_urba,R22_barcelona
954,R18_dona,R19_25-34anys,R21_17000-24999,R22_rural,R22_girona
955,R18_dona,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
957,R18_dona,R19_25-34anys,R21_11000-16999,R22_urba,R22_barcelona
958,R18_home,R19_55-64anys,R21_50000_mes,R22_semidens,R22_girona
962,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
963,R18_dona,R19_35-44anys,R21_50000_mes,R22_rural,R22_girona
965,R18_home,R19_25-34anys,R21_17000-24999,R22_rural,R22_girona
966,R18_dona,R19_55-64anys,R21_50000_mes,R22_rural,R22_girona
968,R18_dona,R19_35-44anys,R21_25000-35999,R22_rural,R22_girona
972,R18_dona,R19_55-64anys,R21_36000-49999,R22_rural,R22_girona
973,R18_home,R19_55-64anys,R21_25000-35999,R22_rural,R22_tarragona
974,R18_home,R19_55-64anys,R21_36000-49999,R22_semidens,R22_girona
975,R18_home,R19_65anys_mes,R21_36000-49999,R22_semidens,R22_tarragona
976,R18_dona,R19_25-34anys,R21_25000-35999,R22_semidens,R22_tarragona
977,R18_dona,R19_55-64anys,R21_17000-24999,R22_semidens,R22_tarragona
978,R18_home,R19_35-44anys,R21_11000-16999,R22_semidens,R22_girona
979,R18_home,R19_45-54anys,R21_25000-35999,R22_semidens,R22_tarragona
980,R18_dona,R19_65anys_mes,R21_25000-35999,R22_semidens,R22_lleida
982,R18_dona,R19_55-64anys,R21_17000-24999,R22_semidens,R22_girona
983,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_girona
984,R18_dona,R19_25-34anys,R21_25000-35999,R22_semidens,R22_tarragona
986,R18_dona,R19_25-34anys,R21_25000-35999,R22_semidens,R22_tarragona
987,R18_dona,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
989,R18_dona,R19_16-24anys,R21_17000-24999,R22_urba,R22_barcelona
990,R18_dona,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
991,R18_home,R19_35-44anys,R21_11000-16999,R22_semidens,R22_barcelona
993,R18_dona,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
994,R18_home,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
995,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_tarragona
996,R18_home,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
997,R18_dona,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
998,R18_dona,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
999,R18_home,R19_35-44anys,R21_50000_mes,R22_urba,R22_barcelona
1000,R18_dona,R19_55-64anys,R21_11000-16999,R22_urba,R22_barcelona
1001,R18_home,R19_25-34anys,R21_17000-24999,R22_rural,R22_tarragona
1002,R18_dona,R19_25-34anys,R21_25000-35999,R22_rural,R22_tarragona
1003,R18_home,R19_35-44anys,R21_17000-24999,R22_semidens,R22_girona
1004,R18_dona,R19_55-64anys,R21_17000-24999,R22_semidens,R22_tarragona
1005,R18_dona,R19_16-24anys,R21_11000-16999,R22_urba,R22_barcelona
1006,R18_dona,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
1007,R18_home,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
1008,R18_home,R19_35-44anys,R21_17000-24999,R22_rural,R22_tarragona
1009,R18_home,R19_25-34anys,R21_36000-49999,R22_urba,R22_barcelona
1010,R18_dona,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
1011,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_girona
1012,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_girona
1013,R18_dona,R19_35-44anys,R21_17000-24999,R22_urba,R22_barcelona
1014,R18_home,R19_45-54anys,R21_36000-49999,R22_semidens,R22_girona
1016,R18_home,R19_45-54anys,R21_50000_mes,R22_urba,R22_barcelona
1018,R18_home,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
1019,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
1020,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_girona
1021,R18_home,R19_25-34anys,R21_36000-49999,R22_urba,R22_barcelona
1022,R18_dona,R19_25-34anys,R21_17000-24999,R22_rural,R22_tarragona
1023,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_tarragona
1024,R18_home,R19_35-44anys,R21_17000-24999,R22_rural,R22_tarragona
1025,R18_home,R19_45-54anys,R21_50000_mes,R22_rural,R22_tarragona
1027,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1028,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1029,R18_home,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
1030,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1031,R18_home,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
1034,R18_dona,R19_55-64anys,R21_17000-24999,R22_semidens,R22_girona
1035,R18_home,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
1036,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_girona
1037,R18_home,R19_45-54anys,R21_17000-24999,R22_semidens,R22_barcelona
1038,R18_home,R19_55-64anys,R21_36000-49999,R22_semidens,R22_girona
1039,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_lleida
1041,R18_dona,R19_45-54anys,R21_36000-49999,R22_semidens,R22_barcelona
1042,R18_dona,R19_55-64anys,R21_36000-49999,R22_semidens,R22_lleida
1043,R18_dona,R19_65anys_mes,R21_17000-24999,R22_semidens,R22_lleida
1044,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_lleida
1045,R18_dona,R19_45-54anys,R21_36000-49999,R22_semidens,R22_lleida
1046,R18_dona,R19_25-34anys,R21_25000-35999,R22_rural,R22_lleida
1047,R18_home,R19_65anys_mes,R21_17000-24999,R22_semidens,R22_barcelona
1049,R18_home,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1050,R18_dona,R19_35-44anys,R21_50000_mes,R22_semidens,R22_barcelona
1051,R18_dona,R19_25-34anys,R21_17000-24999,R22_semidens,R22_lleida
1052,R18_dona,R19_25-34anys,R21_17000-24999,R22_semidens,R22_lleida
1053,R18_dona,R19_45-54anys,R21_36000-49999,R22_semidens,R22_lleida
1055,R18_home,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1056,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1057,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_lleida
1058,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1059,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_lleida
1060,R18_home,R19_25-34anys,R21_50000_mes,R22_semidens,R22_lleida
1061,R18_dona,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1062,R18_dona,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1063,R18_dona,R19_55-64anys,R21_17000-24999,R22_semidens,R22_barcelona
1064,R18_home,R19_55-64anys,R21_50000_mes,R22_urba,R22_barcelona
1065,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1066,R18_dona,R19_55-64anys,R21_25000-35999,R22_semidens,R22_tarragona
1067,R18_dona,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1068,R18_home,R19_45-54anys,R21_36000-49999,R22_semidens,R22_barcelona
1069,R18_dona,R19_45-54anys,R21_36000-49999,R22_semidens,R22_tarragona
1071,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_lleida
1072,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_tarragona
1073,R18_dona,R19_65anys_mes,R21_17000-24999,R22_semidens,R22_barcelona
1074,R18_home,R19_35-44anys,R21_50000_mes,R22_semidens,R22_barcelona
1075,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_barcelona
1076,R18_home,R19_65anys_mes,R21_36000-49999,R22_urba,R22_barcelona
1080,R18_home,R19_55-64anys,R21_25000-35999,R22_semidens,R22_girona
1081,R18_dona,R19_16-24anys,R21_17000-24999,R22_semidens,R22_barcelona
1082,R18_dona,R19_16-24anys,R21_25000-35999,R22_semidens,R22_barcelona
1083,R18_home,R19_65anys_mes,R21_36000-49999,R22_semidens,R22_barcelona
1084,R18_home,R19_45-54anys,R21_25000-35999,R22_semidens,R22_tarragona
1085,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1087,R18_dona,R19_55-64anys,R21_11000-16999,R22_semidens,R22_tarragona
1088,R18_home,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1090,R18_home,R19_45-54anys,R21_25000-35999,R22_rural,R22_barcelona
1091,R18_home,R19_45-54anys,R21_11000-16999,R22_semidens,R22_barcelona
1096,R18_dona,R19_25-34anys,R21_25000-35999,R22_semidens,R22_lleida
1097,R18_home,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1099,R18_home,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1102,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1104,R18_home,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1105,R18_home,R19_35-44anys,R21_50000_mes,R22_semidens,R22_barcelona
1106,R18_home,R19_45-54anys,R21_36000-49999,R22_rural,R22_lleida
1109,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_lleida
1111,R18_home,R19_65anys_mes,R21_25000-35999,R22_semidens,R22_barcelona
1112,R18_dona,R19_35-44anys,R21_11000-16999,R22_semidens,R22_barcelona
1113,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_barcelona
1114,R18_home,R19_35-44anys,R21_17000-24999,R22_semidens,R22_girona
1115,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1116,R18_home,R19_25-34anys,R21_17000-24999,R22_rural,R22_barcelona
1117,R18_home,R19_45-54anys,R21_50000_mes,R22_semidens,R22_lleida
1118,R18_home,R19_55-64anys,R21_36000-49999,R22_semidens,R22_barcelona
1119,R18_home,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1120,R18_dona,R19_55-64anys,R21_17000-24999,R22_semidens,R22_barcelona
1121,R18_home,R19_45-54anys,R21_50000_mes,R22_semidens,R22_girona
1122,R18_dona,R19_45-54anys,R21_17000-24999,R22_rural,R22_lleida
1123,R18_dona,R19_35-44anys,R21_25000-35999,R22_rural,R22_lleida
1124,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1126,R18_dona,R19_55-64anys,R21_11000-16999,R22_semidens,R22_barcelona
1127,R18_home,R19_65anys_mes,R21_11000-16999,R22_semidens,R22_barcelona
1129,R18_dona,R19_25-34anys,R21_11000-16999,R22_rural,R22_lleida
1130,R18_dona,R19_25-34anys,R21_25000-35999,R22_semidens,R22_tarragona
1132,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_barcelona
1136,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_tarragona
1137,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1138,R18_dona,R19_25-34anys,R21_11000-16999,R22_semidens,R22_lleida
1141,R18_dona,R19_45-54anys,R21_11000-16999,R22_semidens,R22_barcelona
1143,R18_dona,R19_65anys_mes,R21_menys_11000,R22_semidens,R22_tarragona
1146,R18_home,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1147,R18_home,R19_55-64anys,R21_25000-35999,R22_rural,R22_lleida
1148,R18_dona,R19_45-54anys,R21_36000-49999,R22_semidens,R22_barcelona
1149,R18_home,R19_55-64anys,R21_17000-24999,R22_semidens,R22_barcelona
1150,R18_dona,R19_55-64anys,R21_25000-35999,R22_rural,R22_lleida
1151,R18_home,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1152,R18_home,R19_65anys_mes,R21_25000-35999,R22_semidens,R22_barcelona
1153,R18_dona,R19_45-54anys,R21_11000-16999,R22_semidens,R22_barcelona
1154,R18_dona,R19_35-44anys,R21_25000-35999,R22_rural,R22_barcelona
1155,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1156,R18_home,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1157,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_tarragona
1158,R18_home,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1159,R18_dona,R19_35-44anys,R21_25000-35999,R22_rural,R22_barcelona
1160,R18_dona,R19_35-44anys,R21_11000-16999,R22_urba,R22_barcelona
1161,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_tarragona
1163,R18_dona,R19_55-64anys,R21_25000-35999,R22_semidens,R22_girona
1164,R18_dona,R19_65anys_mes,R21_menys_11000,R22_semidens,R22_girona
1165,R18_home,R19_65anys_mes,R21_11000-16999,R22_semidens,R22_girona
1167,R18_home,R19_45-54anys,R21_36000-49999,R22_rural,R22_girona
1168,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_tarragona
1169,R18_home,R19_45-54anys,R21_25000-35999,R22_urba,R22_girona
1172,R18_dona,R19_45-54anys,R21_36000-49999,R22_semidens,R22_barcelona
1174,R18_dona,R19_45-54anys,R21_36000-49999,R22_semidens,R22_girona
1175,R18_home,R19_45-54anys,R21_17000-24999,R22_semidens,R22_barcelona
1177,R18_home,R19_45-54anys,R21_36000-49999,R22_semidens,R22_barcelona
1178,R18_home,R19_35-44anys,R21_25000-35999,R22_semidens,R22_girona
1179,R18_home,R19_45-54anys,R21_36000-49999,R22_rural,R22_girona
1180,R18_dona,R19_55-64anys,R21_25000-35999,R22_semidens,R22_tarragona
1182,R18_home,R19_65anys_mes,R21_17000-24999,R22_rural,R22_tarragona
1183,R18_dona,R19_55-64anys,R21_25000-35999,R22_urba,R22_girona
1184,R18_home,R19_55-64anys,R21_25000-35999,R22_semidens,R22_tarragona
1186,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_barcelona
1188,R18_home,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1189,R18_home,R19_45-54anys,R21_36000-49999,R22_semidens,R22_barcelona
1190,R18_home,R19_25-34anys,R21_50000_mes,R22_urba,R22_barcelona
1191,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1192,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1194,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_barcelona
1195,R18_dona,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1196,R18_home,R19_16-24anys,R21_25000-35999,R22_urba,R22_barcelona
1197,R18_dona,R19_35-44anys,R21_17000-24999,R22_urba,R22_barcelona
1198,R18_dona,R19_55-64anys,R21_17000-24999,R22_semidens,R22_barcelona
1199,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1200,R18_home,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1201,R18_home,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1202,R18_home,R19_65anys_mes,R21_25000-35999,R22_semidens,R22_barcelona
1203,R18_dona,R19_65anys_mes,R21_36000-49999,R22_semidens,R22_barcelona
1204,R18_dona,R19_65anys_mes,R21_25000-35999,R22_semidens,R22_barcelona
1206,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
1207,R18_dona,R19_55-64anys,R21_36000-49999,R22_semidens,R22_barcelona
1208,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_lleida
1209,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_lleida
1210,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1211,R18_dona,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
1212,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1213,R18_dona,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
1214,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_lleida
1215,R18_home,R19_35-44anys,R21_17000-24999,R22_urba,R22_barcelona
1218,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
1219,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1220,R18_home,R19_65anys_mes,R21_36000-49999,R22_semidens,R22_barcelona
1221,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_tarragona
1222,R18_dona,R19_55-64anys,R21_17000-24999,R22_urba,R22_tarragona
1223,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1224,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_lleida
1227,R18_home,R19_16-24anys,R21_17000-24999,R22_urba,R22_barcelona
1230,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1236,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1240,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1246,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1247,R18_dona,R19_16-24anys,R21_11000-16999,R22_semidens,R22_barcelona
